Unnamed: 0,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,type,"""pl_eqt"""
1147,Kepler-1312 b,0.0575,,,0.0,923.0,,,0.0,5674.0,153.0,-139.0,0.0,0.782,0.27,-0.057,0.0,hot,
1150,Kepler-1314 b,0.0504,,,0.0,626.0,,,0.0,4141.0,138.0,-158.0,0.0,0.592,0.049,-0.077,0.0,hot,
1152,Kepler-1315 c,0.06,,,0.0,681.0,,,0.0,4703.0,71.0,-71.0,0.0,0.65,0.69,-0.69,0.0,hot,
1153,Kepler-1316 b,0.3793,,,0.0,384.0,,,0.0,5821.0,152.0,-154.0,0.0,0.848,0.349,-0.064,0.0,hot,
1156,Kepler-1319 b,0.0256,,,0.0,483.0,,,0.0,3400.0,100.0,-89.0,0.0,0.266,0.06,-0.078,0.0,hot,
1157,Kepler-132 b,0.0641,,,0.0,1055.0,,,0.0,5921.0,114.0,-117.0,0.0,1.045,0.186,-0.116,0.0,hot,
1159,Kepler-132 d,0.1308,,,0.0,738.0,,,0.0,5921.0,114.0,-117.0,0.0,1.045,0.186,-0.116,0.0,hot,
1160,Kepler-132 e,0.4378,,,0.0,404.0,,,0.0,5921.0,114.0,-117.0,0.0,1.045,0.186,-0.116,0.0,hot,
1162,Kepler-1321 b,0.0882,,,0.0,547.0,,,0.0,4385.0,169.0,-159.0,0.0,0.706,0.037,-0.049,0.0,hot,
1163,Kepler-1321 c,0.0267,,,0.0,697.0,,,0.0,3640.0,81.0,-90.0,0.0,0.503,0.03,-0.056,0.0,hot,
1164,Kepler-1321 d,0.0566,,,0.0,683.0,,,0.0,4385.0,169.0,-159.0,0.0,0.706,0.037,-0.049,0.0,hot,
1166,Kepler-1322 c,0.0651,,,0.0,881.0,,,0.0,5693.0,178.0,-156.0,0.0,0.802,0.335,-0.062,0.0,hot,
1168,Kepler-1324 b,0.0466,,,0.0,895.0,,,0.0,4827.0,140.0,-115.0,0.0,0.823,1.691,-0.07,0.0,hot,
1169,Kepler-1325 b,0.2039,,,0.0,525.0,,,0.0,5717.0,160.0,-162.0,0.0,0.884,0.365,-0.066,0.0,hot,
1170,Kepler-1326 b,0.2596,,,0.0,704.0,,,0.0,6856.0,166.0,-248.0,0.0,1.405,0.832,-0.239,0.0,hot,
1171,Kepler-1327 b,0.121,,,0.0,833.0,,,0.0,6146.0,90.0,-90.0,0.0,1.14,0.63,-0.63,0.0,hot,
1173,Kepler-1329 b,0.0747,,,0.0,577.0,,,0.0,4442.0,144.0,-142.0,0.0,0.648,0.052,-0.065,0.0,hot,
1174,Kepler-133 b,0.0791,,,0.0,1073.0,,,0.0,5588.0,109.0,-94.0,0.0,1.498,0.286,-0.302,0.0,hot,
1175,Kepler-133 c,0.1952,,,0.0,683.0,,,0.0,5588.0,109.0,-94.0,0.0,1.498,0.286,-0.302,0.0,hot,
1176,Kepler-1330 b,0.0933,,,0.0,814.0,,,0.0,5754.0,168.0,-194.0,0.0,0.96,0.416,-0.081,0.0,hot,
1178,Kepler-1332 b,0.0937,,,0.0,699.0,,,0.0,5578.0,176.0,-142.0,0.0,0.757,0.309,-0.061,0.0,hot,
1179,Kepler-1333 b,0.4277,,,0.0,340.0,,,0.0,5649.0,158.0,-150.0,0.0,0.797,0.285,-0.062,0.0,hot,
1180,Kepler-1334 b,0.1229,,,0.0,710.0,,,0.0,5896.0,161.0,-187.0,0.0,0.916,0.375,-0.077,0.0,hot,
1181,Kepler-1335 b,0.0615,,,0.0,809.0,,,0.0,5032.0,168.0,-133.0,0.0,0.817,0.169,-0.073,0.0,hot,
1182,Kepler-1336 b,0.157,,,0.0,592.0,,,0.0,5717.0,160.0,-151.0,0.0,0.864,0.361,-0.065,0.0,hot,
1183,Kepler-1336 c,0.0621,,,0.0,941.0,,,0.0,5717.0,160.0,-151.0,0.0,0.864,0.361,-0.065,0.0,hot,
1184,Kepler-1337 b,0.1441,,,0.0,437.0,,,0.0,4583.0,137.0,-137.0,0.0,0.674,0.048,-0.054,0.0,hot,
1188,Kepler-134 c,0.0988,,,0.0,1054.0,,,0.0,6068.0,167.0,-231.0,0.0,1.533,0.796,-0.416,0.0,hot,
1194,Kepler-1345 b,0.27,,,0.0,694.0,,,0.0,6774.0,125.0,-125.0,0.0,1.46,0.66,-0.66,0.0,hot,
1196,Kepler-1347 b,0.104,,,0.0,617.0,,,0.0,5153.0,105.0,-98.0,0.0,0.767,0.05,-0.043,0.0,hot,
1197,Kepler-1348 b,0.1716,,,0.0,570.0,,,0.0,5977.0,167.0,-152.0,0.0,0.801,0.288,-0.056,0.0,hot,
1200,Kepler-135 c,0.1072,,,0.0,975.0,,,0.0,6204.0,111.0,-136.0,0.0,1.36,0.228,-0.166,0.0,hot,
1201,Kepler-1350 b,0.042,,,0.0,649.0,,,0.0,3831.0,200.0,-200.0,0.0,0.62,0.3,-0.3,0.0,hot,
1202,Kepler-1350 c,0.0222,,,0.0,730.0,,,0.0,3698.0,75.0,-50.0,0.0,0.444,0.07,-0.05,0.0,hot,
1205,Kepler-1353 b,0.153,,,0.0,491.0,,,0.0,4852.0,147.0,-119.0,0.0,0.804,1.559,-0.064,0.0,hot,
1206,Kepler-1354 b,0.3522,,,0.0,463.0,,,0.0,6170.0,162.0,-195.0,0.0,1.021,0.405,-0.115,0.0,hot,
1210,Kepler-1358 b,0.0656,,,0.0,827.0,,,0.0,5305.0,159.0,-159.0,0.0,0.818,0.13,-0.106,0.0,hot,
1211,Kepler-1359 b,0.2769,,,0.0,369.0,,,0.0,4817.0,184.0,-167.0,0.0,0.833,0.068,-0.084,0.0,hot,
1212,Kepler-136 b,0.1054,,,0.0,912.0,,,0.0,6156.0,78.0,-135.0,0.0,1.188,0.233,-0.113,0.0,hot,
1213,Kepler-136 c,0.134,,,0.0,817.0,,,0.0,6158.0,58.0,-58.0,0.0,1.21,0.11,-0.11,0.0,hot,
1214,Kepler-1360 b,0.2866,,,0.0,933.0,,,0.0,6443.0,77.0,-90.0,0.0,3.086,0.432,-0.802,0.0,hot,
1215,Kepler-1361 b,0.0431,,,0.0,1061.0,,,0.0,5213.0,173.0,-142.0,0.0,0.917,0.668,-0.11,0.0,hot,
1217,Kepler-1363 b,0.0363,,,0.0,988.0,,,0.0,4901.0,146.0,-146.0,0.0,0.758,0.062,-0.075,0.0,hot,
1218,Kepler-1364 b,0.122,,,0.0,1062.0,,,0.0,7007.0,120.0,-120.0,0.0,1.44,0.72,-0.72,0.0,hot,
1219,Kepler-1365 b,0.0768,,,0.0,891.0,,,0.0,5831.0,150.0,-169.0,0.0,0.921,0.401,-0.074,0.0,hot,
1220,Kepler-1365 c,0.0558,,,0.0,1045.0,,,0.0,5831.0,150.0,-169.0,0.0,0.921,0.401,-0.074,0.0,hot,
1221,Kepler-1366 b,0.0269,,,0.0,771.0,,,0.0,3900.0,50.0,-110.0,0.0,0.54,0.05,-0.06,0.0,hot,
1222,Kepler-1367 b,0.022,,,0.0,869.0,,,0.0,3954.0,73.0,-66.0,0.0,0.546,0.05,-0.05,0.0,hot,
1224,Kepler-1369 b,0.1741,,,0.0,667.0,,,0.0,6036.0,160.0,-207.0,0.0,1.093,0.534,-0.13,0.0,hot,
1225,Kepler-137 b,0.0786,,,0.0,756.0,,,0.0,5343.0,106.0,-101.0,0.0,0.809,0.106,-0.027,0.0,hot,
1226,Kepler-137 c,0.1337,,,0.0,580.0,,,0.0,5343.0,106.0,-101.0,0.0,0.809,0.106,-0.027,0.0,hot,
1227,Kepler-1370 b,0.15,,,0.0,781.0,,,0.0,6234.0,122.0,-122.0,0.0,1.21,0.43,-0.43,0.0,hot,
1228,Kepler-1370 c,0.0767,,,0.0,1075.0,,,0.0,5937.0,71.0,-79.0,0.0,1.291,0.209,-0.209,0.0,hot,
1229,Kepler-1371 b,0.0393,,,0.0,1015.0,,,0.0,5374.0,172.0,-146.0,0.0,0.721,0.215,-0.073,0.0,hot,
1233,Kepler-1374 b,0.0918,,,0.0,737.0,,,0.0,5602.0,177.0,-197.0,0.0,0.817,0.181,-0.072,0.0,hot,
1235,Kepler-1376 b,0.059,,,0.0,1032.0,,,0.0,5880.0,124.0,-124.0,0.0,0.93,0.57,-0.57,0.0,hot,
1237,Kepler-1378 b,0.0885,,,0.0,525.0,,,0.0,4359.0,157.0,-165.0,0.0,0.659,0.044,-0.067,0.0,hot,
1239,Kepler-138 b,0.0753,0.0006,-0.0006,0.0,452.0,8.0,-9.0,0.0,3841.0,50.0,-51.0,0.0,0.535,0.013,-0.014,0.0,hot,
1240,Kepler-138 c,0.0896,,,0.0,402.0,,,0.0,3846.0,77.0,-84.0,0.0,0.503,0.032,-0.048,0.0,hot,
1241,Kepler-138 d,0.1288,0.001,-0.001,0.0,345.0,7.0,-7.0,0.0,3841.0,50.0,-51.0,0.0,0.535,0.013,-0.014,0.0,hot,
1243,Kepler-1380 b,0.0917,,,0.0,786.0,,,0.0,5708.0,165.0,-161.0,0.0,0.893,0.373,-0.073,0.0,hot,
1244,Kepler-1381 b,0.1728,,,0.0,649.0,,,0.0,6137.0,148.0,-202.0,0.0,0.994,0.374,-0.092,0.0,hot,
1245,Kepler-1382 b,0.1307,,,0.0,740.0,,,0.0,6046.0,137.0,-183.0,0.0,1.007,0.475,-0.084,0.0,hot,
1246,Kepler-1383 b,0.1179,,,0.0,928.0,,,0.0,6052.0,82.0,-82.0,0.0,1.424,0.263,-0.237,0.0,hot,
1247,Kepler-1384 b,0.1126,,,0.0,608.0,,,0.0,5011.0,208.0,-154.0,0.0,0.851,0.976,-0.082,0.0,hot,
1249,Kepler-1386 b,0.0699,,,0.0,930.0,,,0.0,5770.0,156.0,-170.0,0.0,0.933,0.396,-0.079,0.0,hot,
1251,Kepler-1388 b,0.085,,,0.0,427.0,,,0.0,3903.0,79.0,-67.0,0.0,0.523,0.07,-0.05,0.0,hot,
1252,Kepler-1388 c,0.05,,,0.0,557.0,,,0.0,3903.0,79.0,-67.0,0.0,0.523,0.07,-0.05,0.0,hot,
1253,Kepler-1388 d,0.1214,,,0.0,357.0,,,0.0,3903.0,79.0,-67.0,0.0,0.523,0.07,-0.05,0.0,hot,
1256,Kepler-139 b,0.1249,,,0.0,768.0,,,0.0,5616.0,96.0,-117.0,0.0,1.2,0.23,-0.16,0.0,hot,
1257,Kepler-139 c,0.5749,,,0.0,350.0,,,0.0,5620.0,100.0,-112.0,0.0,1.143,0.174,-0.139,0.0,hot,
1258,Kepler-139 d,0.0748,,,0.0,992.0,,,0.0,5616.0,96.0,-117.0,0.0,1.2,0.23,-0.16,0.0,hot,
1259,Kepler-1390 b,0.0647,,,0.0,872.0,,,0.0,5662.0,162.0,-140.0,0.0,0.789,0.291,-0.058,0.0,hot,
1260,Kepler-1391 b,0.281,,,0.0,463.0,,,0.0,5885.0,74.0,-74.0,0.0,0.9,0.28,-0.28,0.0,hot,
1261,Kepler-1392 b,0.1189,,,0.0,714.0,,,0.0,5926.0,178.0,-202.0,0.0,0.887,0.367,-0.074,0.0,hot,
1265,Kepler-1396 b,0.14,,,0.0,745.0,,,0.0,6238.0,106.0,-106.0,0.0,1.03,0.36,-0.36,0.0,hot,
1266,Kepler-1397 b,0.2451,,,0.0,499.0,,,0.0,5869.0,161.0,-154.0,0.0,0.911,0.364,-0.106,0.0,hot,
1272,Kepler-140 c,0.4159,,,0.0,435.0,,,0.0,6167.0,72.0,-125.0,0.0,1.064,0.14,-0.056,0.0,hot,
1273,Kepler-1400 b,0.0771,,,0.0,726.0,,,0.0,5142.0,204.0,-160.0,0.0,0.789,0.272,-0.085,0.0,hot,
1274,Kepler-1401 b,0.0975,,,0.0,808.0,,,0.0,6038.0,163.0,-181.0,0.0,0.898,0.248,-0.083,0.0,hot,
1277,Kepler-1404 b,0.114,,,0.0,606.0,,,0.0,5385.0,184.0,-151.0,0.0,0.741,0.199,-0.06,0.0,hot,
1278,Kepler-1405 b,0.1772,,,0.0,564.0,,,0.0,5864.0,169.0,-178.0,0.0,0.842,0.343,-0.066,0.0,hot,
1279,Kepler-1406 b,0.0987,,,0.0,854.0,,,0.0,5721.0,103.0,-114.0,0.0,1.131,0.173,-0.173,0.0,hot,
1280,Kepler-1407 b,0.1494,,,0.0,736.0,,,0.0,6086.0,163.0,-232.0,0.0,1.122,0.611,-0.14,0.0,hot,
1283,Kepler-141 b,0.0391,,,0.0,968.0,,,0.0,4908.0,98.0,-98.0,0.0,0.782,0.043,-0.035,0.0,hot,
1286,Kepler-1411 b,0.39,,,0.0,392.0,,,0.0,5924.0,200.0,-200.0,0.0,0.88,0.3,-0.3,0.0,hot,
1288,Kepler-1413 b,0.106,,,0.0,578.0,,,0.0,5178.0,200.0,-200.0,0.0,0.68,0.3,-0.3,0.0,hot,
1292,Kepler-1417 b,0.1431,,,0.0,695.0,,,0.0,5952.0,159.0,-168.0,0.0,1.002,0.364,-0.127,0.0,hot,
1293,Kepler-1418 b,0.131,,,0.0,419.0,,,0.0,4563.0,123.0,-137.0,0.0,0.567,0.052,-0.042,0.0,hot,
1294,Kepler-1419 b,0.239,,,0.0,506.0,,,0.0,5900.0,122.0,-122.0,0.0,0.9,0.35,-0.35,0.0,hot,
1297,Kepler-142 d,0.2361,,,0.0,582.0,,,0.0,5794.0,105.0,-117.0,0.0,1.225,0.194,-0.213,0.0,hot,
1298,Kepler-1420 b,0.0669,,,0.0,802.0,,,0.0,5280.0,186.0,-145.0,0.0,0.794,0.23,-0.054,0.0,hot,
1300,Kepler-1422 b,0.1499,,,0.0,833.0,,,0.0,6572.0,187.0,-258.0,0.0,1.238,0.35,-0.175,0.0,hot,
1301,Kepler-1423 b,0.158,,,0.0,785.0,,,0.0,4934.0,75.0,-75.0,0.0,2.05,0.36,-0.36,0.0,hot,
1302,Kepler-1424 b,0.1781,,,0.0,542.0,,,0.0,5850.0,158.0,-143.0,0.0,0.785,0.349,-0.055,0.0,hot,
1303,Kepler-1425 b,0.1038,,,0.0,676.0,,,0.0,5559.0,187.0,-147.0,0.0,0.79,0.45,-0.094,0.0,hot,
1304,Kepler-1426 b,0.1187,,,0.0,794.0,,,0.0,6131.0,160.0,-210.0,0.0,1.024,0.466,-0.094,0.0,hot,
1306,Kepler-1428 b,0.1059,,,0.0,1049.0,,,0.0,6460.0,116.0,-141.0,0.0,1.434,0.259,-0.111,0.0,hot,
1308,Kepler-143 b,0.125,,,0.0,772.0,,,0.0,6002.0,91.0,-91.0,0.0,1.06,0.41,-0.41,0.0,hot,
1309,Kepler-143 c,0.1759,,,0.0,644.0,,,0.0,6010.0,154.0,-179.0,0.0,1.037,0.398,-0.126,0.0,hot,
1310,Kepler-1430 b,0.034,,,0.0,1062.0,,,0.0,4647.0,200.0,-200.0,0.0,0.91,0.3,-0.3,0.0,hot,
1311,Kepler-1431 b,0.0648,,,0.0,1064.0,,,0.0,6020.0,162.0,-211.0,0.0,1.04,0.481,-0.107,0.0,hot,
1312,Kepler-1432 b,0.17,,,0.0,701.0,,,0.0,6325.0,123.0,-123.0,0.0,1.07,0.43,-0.43,0.0,hot,
1316,Kepler-1436 b,0.092,,,0.0,962.0,,,0.0,6227.0,122.0,-122.0,0.0,1.13,0.4,-0.4,0.0,hot,
1317,Kepler-1437 b,0.0954,,,0.0,773.0,,,0.0,5796.0,162.0,-160.0,0.0,0.871,0.37,-0.069,0.0,hot,
1319,Kepler-1439 b,0.062,,,0.0,532.0,,,0.0,3679.0,200.0,-200.0,0.0,0.67,0.3,-0.3,0.0,hot,
1321,Kepler-144 c,0.0952,,,0.0,1075.0,,,0.0,6157.0,75.0,-75.0,0.0,1.491,0.288,-0.247,0.0,hot,
1322,Kepler-1440 b,0.2245,,,0.0,570.0,,,0.0,5906.0,157.0,-166.0,0.0,1.073,0.383,-0.158,0.0,hot,
1323,Kepler-1441 b,0.2201,,,0.0,492.0,,,0.0,5749.0,156.0,-143.0,0.0,0.83,0.342,-0.064,0.0,hot,
1324,Kepler-1442 b,0.3778,,,0.0,488.0,,,0.0,6499.0,180.0,-261.0,0.0,1.095,0.519,-0.126,0.0,hot,
1326,Kepler-1444 b,0.2026,,,0.0,542.0,,,0.0,5838.0,144.0,-157.0,0.0,0.897,0.364,-0.07,0.0,hot,
1327,Kepler-1445 b,0.0948,,,0.0,987.0,,,0.0,6035.0,120.0,-132.0,0.0,1.303,0.21,-0.257,0.0,hot,
1329,Kepler-1447 b,0.2919,,,0.0,468.0,,,0.0,5910.0,176.0,-212.0,0.0,0.94,0.344,-0.083,0.0,hot,
1330,Kepler-1448 b,0.1058,,,0.0,811.0,,,0.0,6075.0,151.0,-187.0,0.0,0.969,0.39,-0.085,0.0,hot,
1331,Kepler-1449 b,0.1176,,,0.0,867.0,,,0.0,6269.0,170.0,-227.0,0.0,1.155,0.376,-0.125,0.0,hot,
1332,Kepler-145 b,0.1732,,,0.0,886.0,,,0.0,6144.0,106.0,-106.0,0.0,1.85,0.05,-0.05,0.0,hot,
1333,Kepler-145 c,0.2627,,,0.0,719.0,,,0.0,6144.0,106.0,-106.0,0.0,1.85,0.05,-0.05,0.0,hot,
1335,Kepler-1451 b,0.2097,,,0.0,521.0,,,0.0,5796.0,161.0,-168.0,0.0,0.871,0.331,-0.066,0.0,hot,
1336,Kepler-1452 b,0.2697,,,0.0,810.0,,,0.0,6049.0,121.0,-121.0,0.0,2.483,0.299,-0.648,0.0,hot,
1337,Kepler-1453 b,0.262,,,0.0,503.0,,,0.0,5936.0,156.0,-192.0,0.0,0.965,0.315,-0.087,0.0,hot,
1338,Kepler-1454 b,0.2447,,,0.0,492.0,,,0.0,5370.0,80.0,-80.0,0.0,1.055,0.22,-0.165,0.0,hot,
1340,Kepler-1456 b,0.1132,,,0.0,433.0,,,0.0,4257.0,149.0,-171.0,0.0,0.602,0.051,-0.073,0.0,hot,
1341,Kepler-1457 b,0.2668,,,0.0,478.0,,,0.0,5968.0,151.0,-165.0,0.0,0.881,0.318,-0.068,0.0,hot,
1342,Kepler-1458 b,0.2495,,,0.0,493.0,,,0.0,5641.0,152.0,-152.0,0.0,0.981,0.258,-0.139,0.0,hot,
1343,Kepler-1459 b,0.2829,,,0.0,349.0,,,0.0,4762.0,85.0,-76.0,0.0,0.781,0.026,-0.045,0.0,hot,
1344,Kepler-146 b,0.2,,,0.0,648.0,,,0.0,6212.0,98.0,-98.0,0.0,1.12,0.43,-0.43,0.0,hot,
1345,Kepler-146 c,0.3521,,,0.0,474.0,,,0.0,6197.0,161.0,-195.0,0.0,1.06,0.426,-0.131,0.0,hot,
1346,Kepler-1460 b,0.1614,,,0.0,391.0,,,0.0,4463.0,165.0,-161.0,0.0,0.638,0.057,-0.065,0.0,hot,
1347,Kepler-1461 b,0.1715,,,0.0,451.0,,,0.0,4987.0,151.0,-136.0,0.0,0.722,0.079,-0.058,0.0,hot,
1348,Kepler-1462 b,0.3094,,,0.0,390.0,,,0.0,5436.0,193.0,-162.0,0.0,0.819,0.276,-0.062,0.0,hot,
1349,Kepler-1463 b,0.1694,,,0.0,619.0,,,0.0,5973.0,174.0,-214.0,0.0,0.935,0.344,-0.085,0.0,hot,
1350,Kepler-1464 b,0.1803,,,0.0,564.0,,,0.0,5638.0,171.0,-141.0,0.0,0.928,0.444,-0.152,0.0,hot,
1351,Kepler-1464 c,0.0548,,,0.0,1023.0,,,0.0,5638.0,152.0,-152.0,0.0,0.928,0.252,-0.168,0.0,hot,
1352,Kepler-1465 b,0.1939,,,0.0,668.0,,,0.0,4774.0,57.0,-114.0,0.0,1.954,0.309,-1.238,0.0,hot,
1353,Kepler-1466 b,0.1942,,,0.0,585.0,,,0.0,6086.0,151.0,-174.0,0.0,0.921,0.365,-0.079,0.0,hot,
1354,Kepler-1467 b,0.2385,,,0.0,413.0,,,0.0,5290.0,173.0,-145.0,0.0,0.746,0.165,-0.056,0.0,hot,
1355,Kepler-1468 b,0.0805,,,0.0,917.0,,,0.0,5973.0,161.0,-193.0,0.0,0.976,0.404,-0.095,0.0,hot,
1357,Kepler-1468 d,0.1434,,,0.0,687.0,,,0.0,5973.0,161.0,-193.0,0.0,0.976,0.404,-0.095,0.0,hot,
1358,Kepler-1469 b,0.1464,,,0.0,555.0,,,0.0,5402.0,164.0,-146.0,0.0,0.793,0.22,-0.059,0.0,hot,
1359,Kepler-147 b,0.1095,,,0.0,899.0,,,0.0,6010.0,104.0,-124.0,0.0,1.26,0.236,-0.175,0.0,hot,
1360,Kepler-147 c,0.2098,,,0.0,650.0,,,0.0,6010.0,104.0,-124.0,0.0,1.26,0.236,-0.175,0.0,hot,
1361,Kepler-1470 b,0.116,,,0.0,574.0,,,0.0,4915.0,78.0,-78.0,0.0,0.812,0.031,-0.055,0.0,hot,
1363,Kepler-1471 c,0.0981,,,0.0,841.0,,,0.0,5533.0,83.0,-74.0,0.0,1.166,0.174,-0.212,0.0,hot,
1364,Kepler-1472 b,0.2335,,,0.0,633.0,,,0.0,6425.0,137.0,-258.0,0.0,1.164,0.558,-0.15,0.0,hot,
1365,Kepler-1473 b,0.116,,,0.0,783.0,,,0.0,5929.0,111.0,-124.0,0.0,1.04,0.193,-0.084,0.0,hot,
1366,Kepler-1474 b,0.2233,,,0.0,606.0,,,0.0,6057.0,158.0,-220.0,0.0,1.147,0.645,-0.151,0.0,hot,
1367,Kepler-1475 b,0.373,,,0.0,441.0,,,0.0,6247.0,175.0,-202.0,0.0,0.954,0.352,-0.087,0.0,hot,
1368,Kepler-1476 b,0.0932,,,0.0,860.0,,,0.0,5893.0,160.0,-184.0,0.0,1.02,0.405,-0.116,0.0,hot,
1369,Kepler-1477 b,0.0911,,,0.0,674.0,,,0.0,5149.0,168.0,-134.0,0.0,0.803,0.786,-0.082,0.0,hot,
1370,Kepler-1478 b,0.1681,,,0.0,598.0,,,0.0,6081.0,168.0,-183.0,0.0,0.835,0.356,-0.058,0.0,hot,
1371,Kepler-1479 b,0.1173,,,0.0,746.0,,,0.0,6003.0,148.0,-173.0,0.0,0.932,0.366,-0.081,0.0,hot,
1373,Kepler-148 c,0.0487,,,0.0,957.0,,,0.0,5227.0,73.0,-83.0,0.0,0.838,0.068,-0.04,0.0,hot,
1374,Kepler-148 d,0.2623,,,0.0,416.0,,,0.0,5271.0,177.0,-141.0,0.0,0.838,0.252,-0.061,0.0,hot,
1375,Kepler-1480 b,0.1525,,,0.0,721.0,,,0.0,5312.0,184.0,-144.0,0.0,1.445,0.873,-0.506,0.0,hot,
1376,Kepler-1481 b,0.0588,,,0.0,798.0,,,0.0,4922.0,168.0,-131.0,0.0,0.795,0.975,-0.069,0.0,hot,
1377,Kepler-1482 b,0.0928,,,0.0,642.0,,,0.0,5356.0,167.0,-143.0,0.0,0.685,0.123,-0.051,0.0,hot,
1378,Kepler-1483 b,0.0899,,,0.0,937.0,,,0.0,6328.0,166.0,-212.0,0.0,1.013,0.446,-0.096,0.0,hot,
1379,Kepler-1484 b,0.1939,,,0.0,624.0,,,0.0,6283.0,176.0,-220.0,0.0,0.984,0.312,-0.111,0.0,hot,
1380,Kepler-1485 b,0.1467,,,0.0,728.0,,,0.0,6047.0,120.0,-133.0,0.0,1.092,0.181,-0.097,0.0,hot,
1381,Kepler-1486 b,0.2898,,,0.0,517.0,,,0.0,6112.0,165.0,-233.0,0.0,1.066,0.548,-0.111,0.0,hot,
1383,Kepler-1487 c,0.2152,,,0.0,599.0,,,0.0,6444.0,157.0,-198.0,0.0,0.956,0.35,-0.08,0.0,hot,
1384,Kepler-1488 b,0.2278,,,0.0,594.0,,,0.0,6035.0,150.0,-176.0,0.0,1.135,0.472,-0.17,0.0,hot,
1386,Kepler-1489 b,0.3579,,,0.0,408.0,,,0.0,6004.0,158.0,-164.0,0.0,0.85,0.367,-0.07,0.0,hot,
1387,Kepler-149 b,0.1757,,,0.0,531.0,,,0.0,5529.0,199.0,-165.0,0.0,0.832,0.354,-0.077,0.0,hot,
1388,Kepler-149 c,0.275,,,0.0,567.0,,,0.0,5363.0,92.0,-92.0,0.0,1.58,0.17,-0.17,0.0,hot,
1389,Kepler-149 d,0.559,,,0.0,397.0,,,0.0,5363.0,92.0,-92.0,0.0,1.58,0.17,-0.17,0.0,hot,
1390,Kepler-1490 b,0.3726,,,0.0,349.0,,,0.0,5598.0,180.0,-153.0,0.0,0.745,0.299,-0.052,0.0,hot,
1391,Kepler-1491 b,0.1278,,,0.0,695.0,,,0.0,5880.0,164.0,-186.0,0.0,0.917,0.353,-0.075,0.0,hot,
1392,Kepler-1491 c,0.3064,,,0.0,449.0,,,0.0,5880.0,164.0,-186.0,0.0,0.917,0.353,-0.075,0.0,hot,
1393,Kepler-1492 b,0.1262,,,0.0,801.0,,,0.0,4807.0,129.0,-129.0,0.0,1.802,1.029,-1.131,0.0,hot,
1394,Kepler-1493 b,0.1066,,,0.0,677.0,,,0.0,5619.0,178.0,-150.0,0.0,0.796,0.534,-0.097,0.0,hot,
1395,Kepler-1494 b,0.3982,,,0.0,415.0,,,0.0,5915.0,178.0,-208.0,0.0,1.008,0.417,-0.111,0.0,hot,
1396,Kepler-1495 b,0.3677,,,0.0,443.0,,,0.0,5922.0,178.0,-178.0,0.0,1.057,0.293,-0.195,0.0,hot,
1397,Kepler-1496 b,0.3255,,,0.0,487.0,,,0.0,6197.0,182.0,-213.0,0.0,1.035,0.516,-0.09,0.0,hot,
1398,Kepler-1497 b,0.0832,,,0.0,898.0,,,0.0,5878.0,181.0,-202.0,0.0,0.998,0.407,-0.109,0.0,hot,
1399,Kepler-1498 b,0.2432,,,0.0,452.0,,,0.0,5359.0,175.0,-140.0,0.0,0.889,0.343,-0.098,0.0,hot,
1400,Kepler-1499 b,0.2196,,,0.0,409.0,,,0.0,5002.0,149.0,-119.0,0.0,0.753,1.548,-0.073,0.0,hot,
1401,Kepler-15 b,0.0569,,,0.0,1008.0,,,0.0,5514.0,89.0,-109.0,0.0,0.978,0.163,-0.061,0.0,hot,
1403,Kepler-150 c,0.073,,,0.0,925.0,,,0.0,5855.0,96.0,-96.0,0.0,0.94,0.38,-0.38,0.0,hot,
1404,Kepler-150 d,0.1045,,,0.0,772.0,,,0.0,5862.0,161.0,-167.0,0.0,0.931,0.377,-0.089,0.0,hot,
1405,Kepler-150 e,0.1902,,,0.0,572.0,,,0.0,5862.0,161.0,-167.0,0.0,0.931,0.377,-0.089,0.0,hot,
1406,Kepler-1500 b,0.1124,,,0.0,760.0,,,0.0,6033.0,174.0,-163.0,0.0,0.917,0.358,-0.116,0.0,hot,
1407,Kepler-1501 b,0.1228,,,0.0,787.0,,,0.0,6065.0,66.0,-96.0,0.0,1.061,0.138,-0.053,0.0,hot,
1408,Kepler-1502 b,0.2482,,,0.0,613.0,,,0.0,6446.0,154.0,-234.0,0.0,1.155,0.543,-0.139,0.0,hot,
1409,Kepler-1503 b,0.3753,,,0.0,324.0,,,0.0,5334.0,177.0,-148.0,0.0,0.71,0.145,-0.053,0.0,hot,
1410,Kepler-1504 b,0.3562,,,0.0,391.0,,,0.0,5751.0,165.0,-150.0,0.0,0.848,0.37,-0.075,0.0,hot,
1411,Kepler-1505 b,0.1862,,,0.0,525.0,,,0.0,5627.0,101.0,-112.0,0.0,0.833,0.105,-0.045,0.0,hot,
1412,Kepler-1506 b,0.1168,,,0.0,783.0,,,0.0,6063.0,164.0,-226.0,0.0,1.001,0.402,-0.094,0.0,hot,
1413,Kepler-1507 b,0.1155,,,0.0,674.0,,,0.0,5443.0,162.0,-139.0,0.0,0.911,0.528,-0.125,0.0,hot,
